"Libellé";"idBank";"Dernière mise à jour";"Période";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Eure-et-Loir - Série arrêtée";"001771280";"29/11/2019 09:22";"";"99";"90";"92";"82";"82";"88";"82";"81";"91";"110";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Finistère - Série arrêtée";"001771281";"29/11/2019 09:22";"";"3314";"3306";"3155";"3432";"3582";"3902";"3637";"3994";"4252";"4445";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Corse-du-Sud - Série arrêtée";"001771270";"29/11/2019 09:22";"";"2259";"2171";"2083";"2338";"2090";"2130";"2132";"2299";"2301";"2154";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Corse - Série arrêtée";"001771272";"29/11/2019 09:22";"";"1713";"1624";"1785";"2075";"1923";"2015";"2033";"2014";"2156";"1997";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Gard - Série arrêtée";"001771271";"29/11/2019 09:22";"";"3206";"3354";"3380";"3402";"3435";"3445";"3597";"3874";"3571";"3420";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Garonne - Série arrêtée";"001771282";"29/11/2019 09:22";"";"296";"313";"350";"300";"282";"280";"272";"288";"301";"293";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Gers - Série arrêtée";"001771283";"29/11/2019 09:22";"";"447";"424";"432";"438";"403";"406";"425";"441";"424";"390";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Gironde - Série arrêtée";"001771284";"29/11/2019 09:22";"";"3749";"4014";"4114";"4107";"4161";"4701";"4778";"5145";"5153";"5280";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Hérault - Série arrêtée";"001771285";"29/11/2019 09:22";"";"7593";"8012";"8308";"8559";"8297";"8541";"8620";"8960";"9051";"9364";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Ille-et-Vilaine - Série arrêtée";"001771286";"29/11/2019 09:22";"";"925";"954";"895";"994";"1042";"1152";"1069";"1133";"1160";"1269";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Indre - Série arrêtée";"001771287";"29/11/2019 09:22";"";"141";"134";"145";"137";"135";"131";"123";"138";"124";"125";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Indre-et-Loire - Série arrêtée";"001771288";"29/11/2019 09:22";"";"595";"593";"520";"567";"544";"571";"595";"646";"656";"689";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Isère - Série arrêtée";"001771289";"29/11/2019 09:22";"";"764";"826";"825";"803";"733";"810";"866";"900";"963";"998";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Jura - Série arrêtée";"001771290";"29/11/2019 09:22";"";"914";"858";"930";"883";"836";"939";"965";"1098";"1084";"1115";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Landes - Série arrêtée";"001771291";"29/11/2019 09:22";"";"5377";"5664";"5707";"5729";"5772";"5936";"6030";"6649";"6616";"6866";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Loir-et-Cher - Série arrêtée";"001771292";"29/11/2019 09:22";"";"647";"664";"655";"723";"681";"709";"663";"754";"818";"884";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Loire - Série arrêtée";"001771293";"29/11/2019 09:22";"";"98";"114";"111";"127";"116";"134";"135";"140";"125";"125";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Loire - Série arrêtée";"001771294";"29/11/2019 09:22";"";"198";"233";"226";"234";"222";"260";"271";"276";"237";"234";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Loire-Atlantique - Série arrêtée";"001771295";"29/11/2019 09:22";"";"2231";"2305";"2222";"2311";"2374";"2616";"2526";"2427";"2519";"2722";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Loiret - Série arrêtée";"001771296";"29/11/2019 09:22";"";"248";"271";"247";"245";"261";"267";"242";"253";"247";"254";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Lot - Série arrêtée";"001771297";"29/11/2019 09:22";"";"874";"906";"922";"929";"883";"926";"994";"1044";"976";"982";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Lot-et-Garonne - Série arrêtée";"001771298";"29/11/2019 09:22";"";"257";"287";"274";"315";"289";"318";"310";"366";"378";"365";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Lozère - Série arrêtée";"001771299";"29/11/2019 09:22";"";"535";"538";"565";"580";"575";"551";"610";"569";"569";"572";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Maine-et-Loire - Série arrêtée";"001771300";"29/11/2019 09:22";"";"543";"538";"513";"519";"541";"606";"617";"650";"645";"711";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Manche - Série arrêtée";"001771301";"29/11/2019 09:22";"";"1341";"1299";"1194";"1211";"1225";"1314";"1178";"1212";"1309";"1336";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Marne - Série arrêtée";"001771302";"29/11/2019 09:22";"";"142";"154";"147";"119";"127";"144";"124";"128";"133";"103";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Marne - Série arrêtée";"001771303";"29/11/2019 09:22";"";"209";"210";"217";"193";"196";"195";"195";"228";"226";"214";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Mayenne - Série arrêtée";"001771304";"29/11/2019 09:22";"";"85";"87";"92";"89";"85";"87";"89";"97";"93";"93";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Meurthe-et-Moselle - Série arrêtée";"001771305";"29/11/2019 09:22";"";"82";"61";"83";"85";"85";"84";"77";"98";"78";"101";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Meuse - Série arrêtée";"001771306";"29/11/2019 09:22";"";"90";"70";"77";"71";"80";"69";"72";"76";"87";"89";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Morbihan - Série arrêtée";"001771307";"29/11/2019 09:22";"";"3377";"3513";"3267";"3565";"3751";"3927";"3820";"4337";"4485";"4604";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Moselle - Série arrêtée";"001771308";"29/11/2019 09:22";"";"215";"180";"204";"199";"182";"189";"219";"216";"265";"284";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Nièvre - Série arrêtée";"001771309";"29/11/2019 09:22";"";"251";"263";"242";"250";"228";"246";"244";"251";"250";"279";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Nord - Série arrêtée";"001771310";"29/11/2019 09:22";"";"221";"214";"224";"231";"236";"262";"253";"263";"284";"317";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Oise - Série arrêtée";"001771311";"29/11/2019 09:22";"";"48";"81";"58";"71";"91";"98";"135";"101";"134";"169";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Orne - Série arrêtée";"001771312";"29/11/2019 09:22";"";"103";"101";"90";"100";"104";"110";"102";"101";"109";"111";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Pas-de-Calais - Série arrêtée";"001771313";"29/11/2019 09:22";"";"617";"583";"587";"579";"552";"563";"568";"662";"655";"799";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Puy-de-Dôme - Série arrêtée";"001771314";"29/11/2019 09:22";"";"961";"926";"964";"927";"954";"1002";"983";"1022";"1012";"1045";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Pyrénées-Atlantiques - Série arrêtée";"001771315";"29/11/2019 09:22";"";"2111";"2091";"2037";"2010";"2025";"2070";"2114";"2178";"2083";"2197";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Hautes-Pyrénées - Série arrêtée";"001771316";"29/11/2019 09:22";"";"931";"890";"882";"753";"865";"825";"843";"832";"842";"895";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Pyrénées-Orientales - Série arrêtée";"001771317";"29/11/2019 09:22";"";"5934";"6013";"5926";"6189";"6108";"6189";"6384";"6663";"6823";"7043";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Bas-Rhin - Série arrêtée";"001771318";"29/11/2019 09:22";"";"374";"377";"376";"378";"391";"410";"402";"470";"522";"509";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haut-Rhin - Série arrêtée";"001771319";"29/11/2019 09:22";"";"630";"617";"583";"591";"569";"607";"600";"658";"698";"759";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Rhône - Série arrêtée";"001771320";"29/11/2019 09:22";"";"172";"191";"179";"177";"204";"198";"208";"206";"196";"230";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Saône - Série arrêtée";"001771321";"29/11/2019 09:22";"";"111";"97";"113";"95";"93";"110";"109";"126";"118";"139";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Saône-et-Loire - Série arrêtée";"001771322";"29/11/2019 09:22";"";"463";"466";"522";"479";"478";"508";"492";"537";"524";"553";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Sarthe - Série arrêtée";"001771323";"29/11/2019 09:22";"";"293";"282";"267";"279";"276";"302";"303";"309";"304";"322";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Savoie - Série arrêtée";"001771324";"29/11/2019 09:22";"";"719";"691";"724";"699";"669";"718";"734";"736";"759";"806";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Savoie - Série arrêtée";"001771325";"29/11/2019 09:22";"";"1424";"1414";"1461";"1467";"1373";"1412";"1515";"1545";"1597";"1545";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Paris - Série arrêtée";"001771326";"29/11/2019 09:22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Codes";"";"";"";"O";"O";"O";"O";"O";"O";"O";"O";"O";"O";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Seine-Maritime - Série arrêtée";"001771327";"29/11/2019 09:22";"";"453";"471";"448";"526";"527";"635";"582";"561";"615";"655";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Seine-et-Marne - Série arrêtée";"001771328";"29/11/2019 09:22";"";"999";"977";"975";"1067";"1169";"1015";"944";"902";"985";"1038";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Yvelines - Série arrêtée";"001771329";"29/11/2019 09:22";"";"238";"248";"204";"214";"274";"262";"216";"186";"237";"281";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Deux-Sèvres - Série arrêtée";"001771330";"29/11/2019 09:22";"";"150";"154";"153";"159";"150";"147";"139";"139";"132";"145";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Somme - Série arrêtée";"001771331";"29/11/2019 09:22";"";"750";"750";"776";"798";"764";"747";"776";"915";"1004";"1124";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Tarn - Série arrêtée";"001771332";"29/11/2019 09:22";"";"265";"299";"299";"259";"230";"286";"297";"286";"278";"288";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Tarn-et-Garonne - Série arrêtée";"001771333";"29/11/2019 09:22";"";"175";"211";"212";"166";"178";"173";"188";"192";"193";"187";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Var - Série arrêtée";"001771334";"29/11/2019 09:22";"";"7151";"7635";"7817";"8187";"8266";"8513";"7980";"8545";"8318";"8196";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Vaucluse - Série arrêtée";"001771335";"29/11/2019 09:22";"";"1559";"1676";"1647";"1731";"1748";"1682";"1697";"1822";"1697";"1756";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Vendée - Série arrêtée";"001771336";"29/11/2019 09:22";"";"7755";"7840";"7506";"7609";"7927";"8108";"7808";"8380";"8601";"9046";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Vienne - Série arrêtée";"001771337";"29/11/2019 09:22";"";"298";"346";"329";"332";"332";"338";"349";"383";"356";"352";"";"";"";""
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Haute-Vienne - Série arrêtée";"001771338";"29/11/2019 09:22";"";"193";"203";"209";"208";"205";"201";"221";"210";"221";"211";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Vosges - Série arrêtée";"001771339";"29/11/2019 09:22";"";"526";"520";"524";"553";"514";"629";"583";"638";"673";"691";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Yonne - Série arrêtée";"001771340";"29/11/2019 09:22";"";"197";"202";"200";"186";"177";"193";"202";"209";"216";"232";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Territoire de Belfort - Série arrêtée";"001771341";"29/11/2019 09:22";"";"28";"24";"21";"25";"23";"28";"37";"38";"40";"41";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Essonne - Série arrêtée";"001771342";"29/11/2019 09:22";"";"128";"129";"130";"143";"144";"99";"113";"118";"136";"143";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Seine-Saint-Denis - Série arrêtée";"001771344";"29/11/2019 09:22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Codes";"";"";"";"O";"O";"O";"O";"O";"O";"O";"O";"O";"O";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Val-de-Marne - Série arrêtée";"001771345";"29/11/2019 09:22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Codes";"";"";"";"O";"O";"O";"O";"O";"O";"O";"O";"O";"O";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Val-d'Oise - Série arrêtée";"001771346";"29/11/2019 09:22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Codes";"";"";"";"O";"O";"O";"O";"O";"O";"O";"O";"O";"O";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - France métropolitaine - Série arrêtée";"001762102";"29/11/2019 09:22";"";"108748";"111827";"111495";"114182";"114496";"118424";"117457";"123971";"125007";"128602";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Île-de-France - Série arrêtée";"001759640";"29/11/2019 09:22";"";"1658";"1533";"1586";"1686";"2004";"1846";"1600";"1618";"1856";"1889";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Centre-Val de  Loire - Série arrêtée";"001759644";"29/11/2019 09:22";"";"1845";"1875";"1771";"1879";"1821";"1888";"1817";"1991";"2054";"2178";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Bourgogne-Franche-Comté - Série arrêtée";"001759647";"29/11/2019 09:22";"";"2636";"2601";"2735";"2575";"2496";"2715";"2728";"2990";"2939";"3083";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Normandie - Série arrêtée";"001759989";"29/11/2019 09:22";"";"3504";"3408";"3144";"3313";"3447";"3626";"3346";"3634";"3969";"4452";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Hauts-de-France - Série arrêtée";"001759649";"29/11/2019 09:22";"";"1995";"2009";"2020";"2126";"2073";"2093";"2137";"2358";"2500";"2953";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Grand Est - Série arrêtée";"001759653";"29/11/2019 09:22";"";"2574";"2539";"2569";"2542";"2470";"2649";"2605";"2894";"3152";"3143";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Pays de la  Loire - Série arrêtée";"001759654";"29/11/2019 09:22";"";"10906";"11053";"10600";"10807";"11202";"11719";"11344";"11863";"12163";"12895";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Bretagne - Série arrêtée";"001759655";"29/11/2019 09:22";"";"9378";"9509";"8900";"9784";"10262";"10935";"10355";"11347";"11870";"12374";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"E";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Nouvelle-Aquitaine - Série arrêtée";"001759660";"29/11/2019 09:22";"";"22123";"23208";"23145";"23271";"23479";"24627";"24816";"26157";"25982";"27085";"";"";"";""
"Codes";"";"";"";"E";"E";"E";"E";"E";"E";"A";"A";"A";"A";"";"";"";""
"Nuitées dans l'hôtellerie de plein air - Total - Occitanie - Série arrêtée";"001759661";"29/11/2019 09:22";"";"23313";"24116";"24444";"24842";"24397";"24724";"25312";"26271";"26143";"26554";"";"";"";""
